ext_no	sp	dbh	h	plot_size
170	중부지방소나무	15.6	10	0.04
170	중부지방소나무	11.2	8.1	0.04
170	중부지방소나무	15.2	9.8	0.04
170	중부지방소나무	16	10.2	0.04
170	중부지방소나무	19.9	11.7	0.04
170	중부지방소나무	12.1	8.5	0.04
170	중부지방소나무	20.4	11.9	0.04
170	중부지방소나무	15.3	9.9	0.04
170	중부지방소나무	19.5	11.6	0.04
170	중부지방소나무	20.5	12	0.04
170	중부지방소나무	14.4	9.5	0.04
170	중부지방소나무	21	12.2	0.04
170	중부지방소나무	12.2	8.5	0.04
170	중부지방소나무	14.6	9.6	0.04
170	중부지방소나무	22.7	12.8	0.04
171	중부지방소나무	5.6	5.8	0.04
171	중부지방소나무	8.1	6.4	0.04
171	중부지방소나무	3.8	5.2	0.04
171	중부지방소나무	3.7	5.2	0.04
171	중부지방소나무	6	5.9	0.04
171	중부지방소나무	3.8	5.2	0.04
171	중부지방소나무	3.8	5.2	0.04
171	중부지방소나무	7.1	6.2	0.04
171	중부지방소나무	5.4	5.7	0.04
171	중부지방소나무	5.9	5.9	0.04
171	중부지방소나무	3.4	5.1	0.04
171	중부지방소나무	6.6	6.1	0.04
171	중부지방소나무	2.5	4.7	0.04
171	중부지방소나무	6.7	6.1	0.04
171	중부지방소나무	7.9	6.4	0.04
171	중부지방소나무	3	4.9	0.04
171	중부지방소나무	2.6	4.7	0.04
171	중부지방소나무	2.2	4.5	0.04
171	중부지방소나무	2.2	4.5	0.04
171	중부지방소나무	4.2	5.4	0.04
171	중부지방소나무	3.5	5.1	0.04
171	중부지방소나무	6.8	6.1	0.04
171	중부지방소나무	6.6	6.1	0.04
171	중부지방소나무	3.9	5.3	0.04
171	중부지방소나무	5.5	5.8	0.04
171	중부지방소나무	6.6	6.1	0.04
171	중부지방소나무	7.9	6.4	0.04
171	중부지방소나무	3.8	5.2	0.04
171	중부지방소나무	4.9	5.6	0.04
171	중부지방소나무	2.4	4.6	0.04
171	중부지방소나무	8.5	6.5	0.04
171	중부지방소나무	4.8	5.6	0.04
171	중부지방소나무	2.4	4.6	0.04
171	중부지방소나무	4.5	5.5	0.04
171	중부지방소나무	4.4	5.4	0.04
171	중부지방소나무	2.3	4.6	0.04
171	중부지방소나무	7.2	6.2	0.04
171	중부지방소나무	5.5	5.8	0.04
171	중부지방소나무	1.5	4.1	0.04
171	중부지방소나무	3.3	5	0.04
171	중부지방소나무	5.6	5.8	0.04
171	중부지방소나무	5	5.6	0.04
171	중부지방소나무	5.4	5.7	0.04
171	중부지방소나무	4	5.3	0.04
171	중부지방소나무	1.5	4.1	0.04
171	중부지방소나무	6.7	6.1	0.04
171	중부지방소나무	6.3	6	0.04
171	중부지방소나무	4.7	5.5	0.04
171	중부지방소나무	6.2	6	0.04
171	중부지방소나무	3.1	4.9	0.04
171	중부지방소나무	8.6	6.5	0.04
171	중부지방소나무	3.8	5.2	0.04
171	중부지방소나무	7.3	6.2	0.04
171	중부지방소나무	2.6	4.7	0.04
171	중부지방소나무	3.8	5.2	0.04
171	중부지방소나무	2.2	4.5	0.04
171	중부지방소나무	8.1	6.4	0.04
171	중부지방소나무	5.3	5.7	0.04
171	중부지방소나무	5.9	5.9	0.04
171	중부지방소나무	3.5	5.1	0.04
171	중부지방소나무	4.4	5.4	0.04
171	중부지방소나무	2.2	4.5	0.04
171	중부지방소나무	1.5	4.1	0.04
172	중부지방소나무	12.5	12.2	0.04
172	중부지방소나무	7.4	10.1	0.04
172	중부지방소나무	12.3	12.1	0.04
172	중부지방소나무	11.5	11.8	0.04
172	중부지방소나무	7.3	10	0.04
172	중부지방소나무	14.2	12.7	0.04
172	중부지방소나무	6.8	9.8	0.04
172	중부지방소나무	6.5	9.6	0.04
172	중부지방소나무	8.6	10.6	0.04
172	중부지방소나무	18.4	14	0.04
172	중부지방소나무	27.1	16	0.04
172	중부지방소나무	7.9	10.3	0.04
172	중부지방소나무	11	11.6	0.04
172	중부지방소나무	19.4	14.2	0.04
172	중부지방소나무	10.5	11.4	0.04
172	중부지방소나무	8.6	10.6	0.04
172	중부지방소나무	25.7	15.7	0.04
172	중부지방소나무	14.4	12.8	0.04
172	중부지방소나무	11.6	11.8	0.04
172	중부지방소나무	12.9	12.3	0.04
172	중부지방소나무	10	11.2	0.04
172	중부지방소나무	17.6	13.7	0.04
172	중부지방소나무	10.8	11.5	0.04
172	중부지방소나무	8.2	10.5	0.04
172	중부지방소나무	11.8	11.9	0.04
172	중부지방소나무	23.6	15.3	0.04
172	중부지방소나무	8.4	10.5	0.04
172	중부지방소나무	7.2	10	0.04
172	중부지방소나무	14.5	12.8	0.04
172	중부지방소나무	27.9	16.2	0.04
172	중부지방소나무	10	11.2	0.04
172	중부지방소나무	13.4	12.5	0.04
172	중부지방소나무	18.4	14	0.04
172	중부지방소나무	18	13.9	0.04
172	중부지방소나무	25.5	15.7	0.04
172	중부지방소나무	9.9	11.2	0.04
172	중부지방소나무	7.5	10.1	0.04
172	중부지방소나무	5.8	9.2	0.04
172	중부지방소나무	18	13.9	0.04
172	중부지방소나무	14.4	12.8	0.04
172	중부지방소나무	16.5	13.4	0.04
172	중부지방소나무	17.2	13.6	0.04
172	중부지방소나무	7	9.9	0.04
172	중부지방소나무	11.5	11.8	0.04
172	중부지방소나무	7.5	10.1	0.04
172	중부지방소나무	18.3	13.9	0.04
172	중부지방소나무	12.4	12.1	0.04
172	중부지방소나무	11	11.6	0.04
172	중부지방소나무	7	9.9	0.04
172	중부지방소나무	7.2	10	0.04
172	중부지방소나무	7.6	10.2	0.04
172	중부지방소나무	10.1	11.3	0.04
172	중부지방소나무	16.8	13.5	0.04
172	중부지방소나무	6.2	9.5	0.04
172	중부지방소나무	9.1	10.9	0.04
172	중부지방소나무	14.1	12.7	0.04
172	중부지방소나무	10.9	11.6	0.04
172	중부지방소나무	10.4	11.4	0.04
172	중부지방소나무	20.8	14.6	0.04
172	중부지방소나무	10	11.2	0.04
172	중부지방소나무	7.3	10	0.04
172	중부지방소나무	13.7	12.6	0.04
172	중부지방소나무	7	9.9	0.04
172	중부지방소나무	27.2	16.1	0.04
172	중부지방소나무	10.5	11.4	0.04
172	중부지방소나무	10.2	11.3	0.04
172	중부지방소나무	10.7	11.5	0.04
172	중부지방소나무	13.8	12.6	0.04
172	중부지방소나무	19.9	14.4	0.04
172	중부지방소나무	23.5	15.2	0.04
172	중부지방소나무	10.3	11.3	0.04
172	중부지방소나무	12.5	12.2	0.04
172	중부지방소나무	10	11.2	0.04
172	중부지방소나무	6.1	9.4	0.04
172	중부지방소나무	12.4	12.1	0.04
172	중부지방소나무	9.6	11.1	0.04
172	중부지방소나무	15.1	13	0.04
172	중부지방소나무	14.6	12.9	0.04
172	중부지방소나무	7.1	9.9	0.04
172	중부지방소나무	6.4	9.6	0.04
172	중부지방소나무	19.4	14.2	0.04
172	중부지방소나무	12.3	12.1	0.04
172	중부지방소나무	13.4	12.5	0.04
172	중부지방소나무	13.6	12.5	0.04
172	중부지방소나무	9.6	11.1	0.04
173	중부지방소나무	30	19.6	0.04
173	중부지방소나무	26.2	19.5	0.04
173	중부지방소나무	26.2	19.5	0.04
173	중부지방소나무	28.3	19.6	0.04
173	중부지방소나무	30.5	19.6	0.04
173	중부지방소나무	20.5	19.5	0.04
173	중부지방소나무	25.4	19.5	0.04
173	중부지방소나무	32.2	19.6	0.04
173	중부지방소나무	30.1	19.6	0.04
173	중부지방소나무	22.4	19.5	0.04
173	중부지방소나무	23.7	19.5	0.04
173	중부지방소나무	18.9	19.5	0.04
173	중부지방소나무	29.6	19.6	0.04
173	중부지방소나무	19	19.5	0.04
173	중부지방소나무	33.2	19.6	0.04
173	중부지방소나무	24.4	19.5	0.04
173	중부지방소나무	28.1	19.6	0.04
173	중부지방소나무	27.2	19.6	0.04
173	중부지방소나무	23.2	19.5	0.04
173	중부지방소나무	33.9	19.6	0.04
173	중부지방소나무	32.6	19.6	0.04
173	중부지방소나무	21.2	19.5	0.04
173	중부지방소나무	33.2	19.6	0.04
173	중부지방소나무	23.6	19.5	0.04
173	중부지방소나무	32.1	19.6	0.04
173	중부지방소나무	15.4	19.4	0.04
173	중부지방소나무	32.7	19.6	0.04
174	리기다소나무	4.6	3.5	0.04
174	리기다소나무	6.9	4.6	0.04
174	리기다소나무	3.1	2.6	0.04
174	리기다소나무	3	2.6	0.04
174	리기다소나무	6.3	4.3	0.04
174	리기다소나무	1.8	1.8	0.04
174	리기다소나무	3.6	2.9	0.04
174	리기다소나무	2	1.9	0.04
174	리기다소나무	3.4	2.8	0.04
174	리기다소나무	5.8	4.1	0.04
174	리기다소나무	6.4	4.4	0.04
174	리기다소나무	8.7	5.4	0.04
174	리기다소나무	5.9	4.1	0.04
174	리기다소나무	3.2	2.7	0.04
174	리기다소나무	4.5	3.4	0.04
174	리기다소나무	6.2	4.3	0.04
174	리기다소나무	3.6	2.9	0.04
174	리기다소나무	5.5	3.9	0.04
174	리기다소나무	3.5	2.9	0.04
174	리기다소나무	8.5	5.3	0.04
174	리기다소나무	7.6	4.9	0.04
174	리기다소나무	8.1	5.1	0.04
174	리기다소나무	3.3	2.7	0.04
174	리기다소나무	4.8	3.6	0.04
174	리기다소나무	7.1	4.7	0.04
174	리기다소나무	4.5	3.4	0.04
175	리기다소나무	21.7	15.5	0.04
175	리기다소나무	21	15.4	0.04
175	리기다소나무	32.6	17.7	0.04
175	리기다소나무	28.8	17	0.04
175	리기다소나무	20.5	15.3	0.04
175	리기다소나무	34.8	18	0.04
175	중부지방소나무	28.8	17	0.04
175	리기다소나무	27.3	16.7	0.04
175	리기다소나무	19.9	15.1	0.04
175	리기다소나무	18.3	14.7	0.04
175	리기다소나무	21	15.4	0.04
175	리기다소나무	22	15.6	0.04
175	리기다소나무	25	16.3	0.04
175	리기다소나무	22.8	15.8	0.04
175	리기다소나무	28.4	16.9	0.04
175	리기다소나무	23.4	15.9	0.04
175	리기다소나무	19.8	15.1	0.04
175	리기다소나무	23.2	15.9	0.04
175	리기다소나무	18.6	14.8	0.04
175	리기다소나무	24.5	16.1	0.04
175	리기다소나무	24.4	16.1	0.04
175	중부지방소나무	25.7	16.4	0.04
175	리기다소나무	21.4	15.5	0.04
175	굴참나무	19.8	15.1	0.04
175	리기다소나무	24.1	16.1	0.04
175	리기다소나무	21.2	15.4	0.04
175	리기다소나무	23.3	15.9	0.04
175	리기다소나무	28.7	17	0.04
175	중부지방소나무	29	17	0.04
175	리기다소나무	25.4	16.3	0.04
175	리기다소나무	28.2	16.9	0.04
175	리기다소나무	39.5	18.8	0.04
176	상수리나무	22.4	17.3	0.04
176	리기다소나무	21.5	16.7	0.04
176	중부지방소나무	26.5	19.8	0.04
176	리기다소나무	22.3	17.2	0.04
176	리기다소나무	28.9	21.2	0.04
176	리기다소나무	20.3	16	0.04
176	중부지방소나무	35.2	24.9	0.04
176	굴참나무	27.5	20.4	0.04
176	리기다소나무	19	15.2	0.04
176	리기다소나무	24.7	18.7	0.04
176	리기다소나무	20.6	16.2	0.04
176	리기다소나무	21.4	16.7	0.04
176	리기다소나무	25.2	19	0.04
176	리기다소나무	25.4	19.1	0.04
176	리기다소나무	23.4	17.9	0.04
176	리기다소나무	22.5	17.4	0.04
176	리기다소나무	18.6	14.9	0.04
176	리기다소나무	20.8	16.3	0.04
176	리기다소나무	26.7	19.9	0.04
176	리기다소나무	24.6	18.7	0.04
176	리기다소나무	19.8	15.7	0.04
176	리기다소나무	27.1	20.2	0.04
176	리기다소나무	23.6	18	0.04
176	리기다소나무	29.1	21.3	0.04
176	리기다소나무	23.3	17.9	0.04
176	리기다소나무	24.9	18.8	0.04
176	리기다소나무	23.4	17.9	0.04
176	리기다소나무	22.5	17.4	0.04
176	리기다소나무	30.8	22.3	0.04
177	해송	19.2	15.6	0.04
177	해송	18.8	15.4	0.04
177	해송	20.6	16.2	0.04
177	해송	19	15.5	0.04
177	해송	20.8	16.3	0.04
177	해송	21.2	16.4	0.04
177	해송	13.6	13	0.04
177	해송	15.6	14	0.04
177	해송	8.8	10.4	0.04
177	해송	20.2	16	0.04
177	해송	18.7	15.4	0.04
177	해송	22.2	16.8	0.04
177	해송	9.6	10.9	0.04
177	해송	19.4	15.7	0.04
177	해송	18.3	15.2	0.04
177	해송	20.8	16.3	0.04
177	해송	16.5	14.4	0.04
177	해송	21	16.3	0.04
177	해송	21	16.3	0.04
177	해송	18.2	15.2	0.04
177	해송	16.8	14.5	0.04
177	해송	10.2	11.2	0.04
177	해송	9.8	11	0.04
177	해송	18.2	15.2	0.04
177	해송	16.4	14.4	0.04
177	해송	19.8	15.8	0.04
177	해송	20	15.9	0.04
177	해송	16.4	14.4	0.04
177	해송	18.2	15.2	0.04
178	해송	25.2	17.8	0.04
178	해송	26.1	18.2	0.04
178	해송	34.5	22	0.04
178	해송	18.6	14.5	0.04
178	해송	38	23.5	0.04
178	해송	14.2	12.1	0.04
178	해송	16.8	13.6	0.04
178	해송	15.4	12.8	0.04
178	해송	18.6	14.5	0.04
178	해송	24.7	17.6	0.04
178	해송	16.5	13.4	0.04
178	해송	28.6	19.4	0.04
178	해송	23.2	16.8	0.04
178	해송	10.7	10	0.04
178	해송	8.2	8.4	0.04
178	해송	8.6	8.6	0.04
178	해송	38.2	23.6	0.04
178	해송	11	10.2	0.04
178	해송	8.2	8.4	0.04
178	해송	9.2	9	0.04
178	해송	36.5	22.9	0.04
178	해송	18.2	14.3	0.04
178	해송	17.5	13.9	0.04
178	해송	22.4	16.4	0.04
178	해송	20	15.2	0.04
178	해송	10.8	10.1	0.04
178	해송	21.4	15.9	0.04
178	해송	9.2	9	0.04
178	해송	26.4	18.4	0.04
178	해송	12.1	10.9	0.04
178	해송	8.4	8.5	0.04
178	해송	8.4	8.5	0.04
179	리기다소나무	22.5	18.5	0.04
179	리기다소나무	16	15.4	0.04
179	리기다소나무	26	20	0.04
179	리기다소나무	20	17.4	0.04
179	리기다소나무	20	17.4	0.04
179	리기다소나무	12	13.2	0.04
179	리기다소나무	18	16.4	0.04
179	리기다소나무	15	14.9	0.04
179	리기다소나무	18.9	16.8	0.04
179	리기다소나무	22.3	18.4	0.04
179	리기다소나무	20.7	17.7	0.04
179	리기다소나무	21.2	17.9	0.04
179	리기다소나무	19.8	17.3	0.04
179	리기다소나무	21	17.8	0.04
179	리기다소나무	21	17.8	0.04
179	리기다소나무	20	17.4	0.04
179	리기다소나무	22	18.3	0.04
179	리기다소나무	19	16.9	0.04
179	리기다소나무	20	17.4	0.04
179	굴참나무	14	14.3	0.04
179	리기다소나무	20	17.4	0.04
179	리기다소나무	21.5	18	0.04
179	리기다소나무	20.7	17.7	0.04
179	리기다소나무	21	17.8	0.04
179	리기다소나무	23	18.7	0.04
179	리기다소나무	20.8	17.7	0.04
179	리기다소나무	26.2	20.1	0.04
179	리기다소나무	24.7	19.4	0.04
179	리기다소나무	20.5	17.6	0.04
179	리기다소나무	23.8	19.1	0.04
180	리기다소나무	12	12.4	0.04
180	리기다소나무	12	12.4	0.04
180	리기다소나무	16	14.1	0.04
180	리기다소나무	16	14.1	0.04
180	리기다소나무	16	14.1	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	20	15.5	0.04
180	리기다소나무	20	15.5	0.04
180	리기다소나무	20	15.5	0.04
180	리기다소나무	22	16.1	0.04
180	리기다소나무	22	16.1	0.04
180	리기다소나무	24	16.7	0.04
180	리기다소나무	26	17.3	0.04
180	리기다소나무	12	12.4	0.04
180	리기다소나무	13	12.9	0.04
180	리기다소나무	16	14.1	0.04
180	리기다소나무	16	14.1	0.04
180	리기다소나무	16	14.1	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	18	14.8	0.04
180	리기다소나무	20	15.5	0.04
180	리기다소나무	20	15.5	0.04
180	리기다소나무	20	15.5	0.04
180	리기다소나무	20	15.5	0.04
180	리기다소나무	22	16.1	0.04
180	리기다소나무	24	16.7	0.04
180	리기다소나무	24	16.7	0.04
181	리기다소나무	21	17.5	0.04
181	리기다소나무	21	17.5	0.04
181	리기다소나무	21	17.5	0.04
181	리기다소나무	23	17.8	0.04
181	리기다소나무	23	17.8	0.04
181	리기다소나무	23	17.8	0.04
181	리기다소나무	23	17.8	0.04
181	리기다소나무	23	17.8	0.04
181	리기다소나무	26	18.4	0.04
181	리기다소나무	26	18.4	0.04
181	리기다소나무	14	15.8	0.04
181	리기다소나무	14	15.8	0.04
181	리기다소나무	14	15.8	0.04
181	리기다소나무	15	16.1	0.04
181	리기다소나무	17.5	16.7	0.04
181	리기다소나무	17.5	16.7	0.04
181	리기다소나무	17.5	16.7	0.04
181	리기다소나무	18	16.8	0.04
181	리기다소나무	18	16.8	0.04
181	리기다소나무	20	17.3	0.04
181	리기다소나무	20	17.3	0.04
181	리기다소나무	20	17.3	0.04
181	리기다소나무	14	15.8	0.04
181	리기다소나무	14	15.8	0.04
181	리기다소나무	14	15.8	0.04
181	리기다소나무	15	16.1	0.04
181	리기다소나무	15	16.1	0.04
181	리기다소나무	17.5	16.7	0.04
181	리기다소나무	17.5	16.7	0.04
181	리기다소나무	18	16.8	0.04
181	리기다소나무	18	16.8	0.04
181	리기다소나무	18	16.8	0.04
181	리기다소나무	18	16.8	0.04
181	리기다소나무	20	17.3	0.04
181	리기다소나무	20	17.3	0.04
181	리기다소나무	26	18.4	0.04
181	리기다소나무	26	18.4	0.04
182	리기다소나무	12.1	9.3	0.04
182	리기다소나무	12.1	9.3	0.04
182	리기다소나무	12.4	9.3	0.04
182	리기다소나무	13.2	9.5	0.04
182	리기다소나무	13.4	9.5	0.04
182	리기다소나무	13.6	9.5	0.04
182	리기다소나무	14.1	9.6	0.04
182	리기다소나무	14.3	9.6	0.04
182	리기다소나무	14.6	9.7	0.04
182	리기다소나무	14	9.6	0.04
182	리기다소나무	14.6	9.7	0.04
182	리기다소나무	14.8	9.7	0.04
182	리기다소나무	15.1	9.8	0.04
182	리기다소나무	15.3	9.8	0.04
182	리기다소나무	15.4	9.8	0.04
182	리기다소나무	15	9.7	0.04
182	리기다소나무	15.8	9.9	0.04
182	리기다소나무	16.1	9.9	0.04
182	리기다소나무	16	9.9	0.04
182	리기다소나무	16.2	9.9	0.04
182	리기다소나무	16.2	9.9	0.04
182	리기다소나무	17	10	0.04
182	리기다소나무	18.3	10.2	0.04
182	리기다소나무	18.3	10.2	0.04
182	리기다소나무	12.2	9.3	0.04
182	리기다소나무	12	9.3	0.04
182	리기다소나무	13.5	9.5	0.04
182	리기다소나무	13.4	9.5	0.04
182	리기다소나무	13.1	9.4	0.04
182	리기다소나무	13.1	9.4	0.04
182	리기다소나무	13.8	9.6	0.04
182	리기다소나무	14	9.6	0.04
182	리기다소나무	14.8	9.7	0.04
182	리기다소나무	16.5	10	0.04
182	리기다소나무	16.8	10	0.04
182	리기다소나무	17.1	10	0.04
182	리기다소나무	18.2	10.2	0.04
182	리기다소나무	18.1	10.2	0.04
183	리기다소나무	16.2	16.6	0.04
183	리기다소나무	16.8	16.7	0.04
183	리기다소나무	18	17	0.04
183	리기다소나무	18.8	17.1	0.04
183	리기다소나무	19.1	17.2	0.04
183	리기다소나무	19.8	17.3	0.04
183	리기다소나무	20	17.4	0.04
183	리기다소나무	20	17.4	0.04
183	리기다소나무	20.5	17.5	0.04
183	리기다소나무	20.5	17.5	0.04
183	리기다소나무	21.5	17.7	0.04
183	리기다소나무	22.2	17.8	0.04
183	리기다소나무	23	18	0.04
183	리기다소나무	23.7	18.1	0.04
183	리기다소나무	24.2	18.2	0.04
183	리기다소나무	25	18.3	0.04
183	리기다소나무	26	18.5	0.04
183	리기다소나무	26	18.5	0.04
183	리기다소나무	27	18.6	0.04
183	리기다소나무	21	17.6	0.04
183	리기다소나무	21.5	17.7	0.04
183	리기다소나무	22.5	17.9	0.04
183	리기다소나무	23	18	0.04
183	리기다소나무	24	18.1	0.04
183	리기다소나무	24.5	18.2	0.04
183	리기다소나무	25.5	18.4	0.04
183	리기다소나무	26	18.5	0.04
183	리기다소나무	26.5	18.5	0.04
183	리기다소나무	29.8	19.1	0.04
184	리기다소나무	10.9	11.2	0.04
184	리기다소나무	25.6	19.8	0.04
184	리기다소나무	25	19.5	0.04
184	리기다소나무	28.4	21.2	0.04
184	리기다소나무	9.5	10.2	0.04
184	리기다소나무	10	10.6	0.04
184	리기다소나무	20.7	17.2	0.04
184	리기다소나무	26	20	0.04
184	리기다소나무	32.7	23.3	0.04
184	리기다소나무	16.5	14.8	0.04
184	리기다소나무	24.7	19.3	0.04
184	리기다소나무	15.3	14.1	0.04
184	리기다소나무	30.5	22.2	0.04
184	리기다소나무	20.4	17	0.04
184	리기다소나무	21	17.4	0.04
184	리기다소나무	21.7	17.7	0.04
184	리기다소나무	22.1	18	0.04
184	리기다소나무	30.2	22.1	0.04
184	리기다소나무	25	19.5	0.04
184	리기다소나무	32.8	23.3	0.04
184	리기다소나무	7	8.4	0.04
184	리기다소나무	33.4	23.6	0.04
184	리기다소나무	8.2	9.3	0.04
184	리기다소나무	24.2	19.1	0.04
184	리기다소나무	31.1	22.5	0.04
184	리기다소나무	25.5	19.7	0.04
184	리기다소나무	22.2	18	0.04
184	리기다소나무	27.3	20.7	0.04
184	리기다소나무	18.6	16	0.04
184	리기다소나무	17.8	15.5	0.04
184	리기다소나무	19.3	16.4	0.04
185	중부지방소나무	15.6	10.6	0.04
185	중부지방소나무	25.5	11.9	0.04
185	중부지방소나무	22.5	11.5	0.04
185	신갈나무	24.3	11.7	0.04
185	중부지방소나무	15.3	10.5	0.04
185	중부지방소나무	24.7	11.8	0.04
185	중부지방소나무	22.2	11.5	0.04
185	중부지방소나무	27	12	0.04
185	중부지방소나무	26.1	11.9	0.04
185	중부지방소나무	18	11	0.04
185	중부지방소나무	25	11.8	0.04
185	중부지방소나무	21.8	11.5	0.04
185	중부지방소나무	17.4	10.9	0.04
185	중부지방소나무	26.4	12	0.04
185	중부지방소나무	36.6	12.9	0.04
185	중부지방소나무	14.4	10.4	0.04
185	중부지방소나무	19.5	11.2	0.04
185	중부지방소나무	19	11.1	0.04
185	중부지방소나무	20	11.2	0.04
185	굴참나무	23.8	11.7	0.04
185	중부지방소나무	28	12.1	0.04
185	중부지방소나무	34.6	12.8	0.04
185	중부지방소나무	34.2	12.7	0.04
185	중부지방소나무	20.5	11.3	0.04
185	중부지방소나무	30.5	12.4	0.04
185	중부지방소나무	21.5	11.4	0.04
185	중부지방소나무	20.1	11.2	0.04
186	중부지방소나무	21.1	13	0.04
186	중부지방소나무	24.7	13.7	0.04
186	중부지방소나무	18.9	12.5	0.04
186	중부지방소나무	18.7	12.4	0.04
186	신갈나무	29.3	14.6	0.04
186	중부지방소나무	20.1	12.7	0.04
186	중부지방소나무	20.2	12.8	0.04
186	중부지방소나무	25.95	14	0.04
186	중부지방소나무	30.8	14.9	0.04
186	중부지방소나무	20.8	12.9	0.04
186	중부지방소나무	21.6	13.1	0.04
186	중부지방소나무	19.9	12.7	0.04
186	중부지방소나무	28.2	14.4	0.04
186	중부지방소나무	18.7	12.4	0.04
186	중부지방소나무	33.2	15.3	0.04
186	중부지방소나무	20.7	12.9	0.04
186	중부지방소나무	25.3	13.9	0.04
186	중부지방소나무	28.7	14.5	0.04
186	중부지방소나무	25.6	13.9	0.04
186	중부지방소나무	31.3	15	0.04
186	중부지방소나무	22.4	13.3	0.04
186	리기다소나무	19.85	12.7	0.04
186	리기다소나무	26.4	14.1	0.04
186	중부지방소나무	17.1	12	0.04
186	중부지방소나무	16.5	11.9	0.04
186	중부지방소나무	18.85	12.5	0.04
186	중부지방소나무	27.9	14.4	0.04
186	중부지방소나무	15.7	11.6	0.04
186	중부지방소나무	14.3	11.3	0.04
186	굴참나무	24.75	13.8	0.04
186	중부지방소나무	15.5	11.6	0.04
186	중부지방소나무	25.4	13.9	0.04
186	중부지방소나무	20	12.7	0.04
186	중부지방소나무	26.7	14.1	0.04
186	중부지방소나무	20.6	12.9	0.04
186	중부지방소나무	32.7	15.2	0.04
186	중부지방소나무	18.9	12.5	0.04
186	중부지방소나무	16.2	11.8	0.04
186	중부지방소나무	27.2	14.2	0.04
186	중부지방소나무	21.7	13.1	0.04
186	중부지방소나무	32.4	15.2	0.04
186	중부지방소나무	20	12.7	0.04
186	중부지방소나무	24.5	13.7	0.04
186	중부지방소나무	27.6	14.3	0.04
186	리기다소나무	24	13.6	0.04
186	중부지방소나무	17.2	12	0.04
186	중부지방소나무	21.5	13.1	0.04
187	중부지방소나무	8.1	4.4	0.04
187	중부지방소나무	4.9	3.3	0.04
187	중부지방소나무	6.5	3.8	0.04
187	중부지방소나무	7	4	0.04
187	중부지방소나무	5.9	3.6	0.04
187	중부지방소나무	8	4.3	0.04
187	중부지방소나무	5.5	3.5	0.04
187	중부지방소나무	6.5	3.8	0.04
187	중부지방소나무	7.8	4.3	0.04
187	중부지방소나무	6.5	3.8	0.04
187	중부지방소나무	6	3.7	0.04
187	중부지방소나무	7	4	0.04
187	중부지방소나무	8	4.3	0.04
187	중부지방소나무	5.7	3.6	0.04
187	중부지방소나무	7.5	4.2	0.04
187	중부지방소나무	6.6	3.9	0.04
187	중부지방소나무	7.5	4.2	0.04
187	중부지방소나무	6	3.7	0.04
187	중부지방소나무	6.5	3.8	0.04
187	중부지방소나무	6.5	3.8	0.04
187	중부지방소나무	6.2	3.7	0.04
187	중부지방소나무	7.6	4.2	0.04
187	중부지방소나무	8.2	4.4	0.04
187	중부지방소나무	7.5	4.2	0.04
187	중부지방소나무	5.7	3.6	0.04
188	중부지방소나무	25.5	13.7	0.04
188	중부지방소나무	25	13.6	0.04
188	중부지방소나무	18.6	12	0.04
188	중부지방소나무	22	12.9	0.04
188	중부지방소나무	27	14	0.04
188	중부지방소나무	20.8	12.6	0.04
188	중부지방소나무	27.8	14.1	0.04
188	중부지방소나무	12.7	10.3	0.04
188	중부지방소나무	16	11.3	0.04
188	중부지방소나무	20.4	12.5	0.04
188	중부지방소나무	18.9	12.1	0.04
188	중부지방소나무	24	13.3	0.04
188	중부지방소나무	17.8	11.8	0.04
188	중부지방소나무	21.1	12.7	0.04
188	중부지방소나무	8.3	8.7	0.04
188	중부지방소나무	14.6	10.9	0.04
188	중부지방소나무	19.5	12.3	0.04
188	중부지방소나무	21.5	12.8	0.04
188	중부지방소나무	27.5	14.1	0.04
188	중부지방소나무	20	12.4	0.04
188	중부지방소나무	18	11.9	0.04
188	중부지방소나무	23.7	13.3	0.04
188	중부지방소나무	19	12.1	0.04
188	중부지방소나무	20	12.4	0.04
188	중부지방소나무	23	13.1	0.04
188	중부지방소나무	21	12.6	0.04
188	중부지방소나무	27.2	14	0.04
188	중부지방소나무	15.5	11.2	0.04
188	중부지방소나무	20.4	12.5	0.04
188	중부지방소나무	20.5	12.5	0.04
188	중부지방소나무	18.5	12	0.04
188	중부지방소나무	17.6	11.8	0.04
188	중부지방소나무	18.4	12	0.04
188	중부지방소나무	27.7	14.1	0.04
188	중부지방소나무	21.1	12.7	0.04
188	중부지방소나무	18.5	12	0.04
188	중부지방소나무	17.2	11.7	0.04
188	중부지방소나무	17.6	11.8	0.04
188	중부지방소나무	15.8	11.3	0.04
188	중부지방소나무	16.6	11.5	0.04
188	중부지방소나무	21.5	12.8	0.04
188	중부지방소나무	21.3	12.7	0.04
188	중부지방소나무	13	10.4	0.04
188	중부지방소나무	12.8	10.4	0.04
188	중부지방소나무	12	10.1	0.04
188	중부지방소나무	26	13.8	0.04
188	중부지방소나무	20	12.4	0.04
